recipe_id,category_id,category_name,map_amperage,eut,duration,tier,special,fake,hidden,disabled
328795,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,300,LV,,,,
328796,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,400,LV,,,,
328797,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,300,LV,,,,
328798,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,200,LV,,,,
328799,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,200,LV,,,,
328800,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,300,LV,,,,
328801,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,400,LV,,,,
328802,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,300,LV,,,,
328803,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,200,LV,,,,
328804,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,200,LV,,,,
328805,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,300,LV,,,,
328806,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,400,LV,,,,
328807,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,300,LV,,,,
328808,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,200,LV,,,,
328809,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,200,LV,,,,
328810,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,300,LV,,,,
328811,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,400,LV,,,,
328812,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,300,LV,,,,
328813,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,200,LV,,,,
328814,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,200,LV,,,,
328815,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,200,MV,,,,
328816,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,200,MV,,,,
328817,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,200,MV,,,,
328818,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,200,MV,,,,
328819,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,200,MV,,,,
328820,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,200,MV,,,,
328821,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,200,LV,,,,
328822,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,300,LV,,,,
328823,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,200,LV,,,,
328824,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,100,LV,,,,
328825,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,100,LV,,,,
328826,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,300,LV,,,,
328827,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,400,LV,,,,
328828,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,300,LV,,,,
328829,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,200,LV,,,,
328830,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,200,LV,,,,
328831,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,300,LV,,,,
328832,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,400,LV,,,,
328833,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,300,LV,,,,
328834,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,200,LV,,,,
328835,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,200,LV,,,,
328836,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,300,LV,,,,
328837,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,400,LV,,,,
328838,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,300,LV,,,,
328839,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,200,LV,,,,
328840,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,200,LV,,,,
328841,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,300,LV,,,,
328842,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,400,LV,,,,
328843,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,300,LV,,,,
328844,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,200,LV,,,,
328845,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,200,LV,,,,
328846,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,200,MV,,,,
328847,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,200,MV,,,,
328848,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,200,MV,,,,
328849,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,200,MV,,,,
328850,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,200,MV,,,,
328851,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,200,MV,,,,
328852,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,240,MV,,,,
328853,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,240,MV,,,,
328854,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,240,MV,,,,
328855,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,240,MV,,,,
328856,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,240,MV,,,,
328857,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,240,MV,,,,
328858,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,240,MV,,,,
328859,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,240,MV,,,,
328860,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,240,MV,,,,
328861,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,240,MV,,,,
328862,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,240,MV,,,,
328863,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,240,MV,,,,
328864,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,240,MV,,,,
328865,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,240,MV,,,,
328866,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,240,MV,,,,
328867,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,240,MV,,,,
328868,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,240,MV,,,,
328869,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,240,MV,,,,
328870,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,240,MV,,,,
328871,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,240,MV,,,,
328872,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,240,MV,,,,
328873,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,240,MV,,,,
328874,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,240,MV,,,,
328875,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,240,MV,,,,
328876,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,240,MV,,,,
328877,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,240,MV,,,,
328878,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,240,MV,,,,
328879,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,240,MV,,,,
328880,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,400,LV,,,,
328881,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,100,LV,,,,
328882,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,200,LV,,,,
328883,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,50,LV,,,,
328884,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,80,LV,,,,
328885,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,100,HV,,,,
328886,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,100,HV,,,,
328887,gt.recipe.largechemicalreactor,大型化学反应釜,1,122880,2560,ZPM,,,,
328888,gt.recipe.largechemicalreactor,大型化学反应釜,1,122880,2560,ZPM,,,,
328889,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,4000,MV,,,,
328890,gt.recipe.largechemicalreactor,大型化学反应釜,1,150,60,HV,,,,
328891,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,160,HV,,,,
328892,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,25,HV,,,,
328893,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,25,HV,,,,
328894,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,1500,HV,,,,
328895,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,10,MV,,,,
328896,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,150,HV,,,,
328897,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,300,LV,,,,
328898,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,2000,LV,,,,
328899,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,50,HV,,,,
328900,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,400,HV,,,,
328901,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,15,EV,,,,
328902,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,100,EV,,,,
328903,gt.recipe.largechemicalreactor,大型化学反应釜,1,491520,1500,UV,,,,
328904,gt.recipe.largechemicalreactor,大型化学反应釜,1,491520,200,UV,,,,
328905,gt.recipe.largechemicalreactor,大型化学反应釜,1,491520,1500,UV,,,,
328906,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,400,EV,,,,
328907,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,3000,EV,,,,
328908,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,400,EV,,,,
328909,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,250,EV,,,,
328910,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,1750,EV,,,,
328911,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,4000,MV,,,,
328912,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,4000,MV,,,,
328913,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,100,HV,,,,
328914,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,100,HV,,,,
328915,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,100,HV,,,,
328916,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,220,EV,,,,
328917,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,220,EV,,,,
328918,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,220,EV,,,,
328919,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,200,EV,,,,
328920,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,200,EV,,,,
328921,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,400,EV,,,,
328922,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,600,EV,,,,
328923,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,600,EV,,,,
328924,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,400,HV,,,,
328925,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,400,HV,,,,
328926,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,400,HV,,,,
328927,gt.recipe.largechemicalreactor,大型化学反应釜,1,96,320,MV,,,,
328928,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,480,LV,,,,
328929,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,320,LV,,,,
328930,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,7,HV,,,,
328931,gt.recipe.largechemicalreactor,大型化学反应釜,1,7,600,ULV,,,,
328932,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,640,LV,,,,
328933,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,640,LV,,,,
328934,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,640,LV,,,,
328935,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,320,LV,,,,
328936,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,40,LV,,,,
328937,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,320,LV,,,,
328938,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,1920,LV,,,,
328939,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,480,LV,,,,
328940,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,160,LV,,,,
328941,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,480,LV,,,,
328942,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,7,HV,,,,
328943,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,540,MV,,,,
328944,gt.recipe.largechemicalreactor,大型化学反应釜,1,96,480,MV,,,,
328945,gt.recipe.largechemicalreactor,大型化学反应釜,1,96,480,MV,,,,
328946,gt.recipe.largechemicalreactor,大型化学反应釜,1,384,320,HV,,,,
328947,gt.recipe.largechemicalreactor,大型化学反应釜,1,384,3200,HV,,,,
328948,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,480,LV,,,,
328949,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,1100,HV,,,,
328950,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,170,HV,,,,
328951,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,170,HV,,,,
328952,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,80,HV,,,,
328953,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,120,HV,,,,
328954,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,320,HV,,,,
328955,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,320,LV,,,,
328956,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,320,LV,,,,
328957,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,4,MV,,,,
328958,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,4,MV,,,,
328959,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,60,HV,,,,
328960,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,60,HV,,,,
328961,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,60,HV,,,,
328962,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,260,HV,,,,
328963,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,480,LV,,,,
328964,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,260,HV,,,,
328965,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,480,LV,,,,
328966,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,600,LV,,,,
328967,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,150,HV,,,,
328968,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,160,LV,,,,
328969,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,240,LV,,,,
328970,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,640,LV,,,,
328971,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,640,LV,,,,
328972,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,160,MV,,,,
328973,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,160,MV,,,,
328974,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,640,MV,,,,
328975,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,640,MV,,,,
328976,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,135,MV,,,,
328977,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,135,MV,,,,
328978,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,560,LV,,,,
328979,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,1120,LV,,,,
328980,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,100,HV,,,,
328981,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,120,HV,,,,
328982,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,120,HV,,,,
328983,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,200,HV,,,,
328984,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,200,HV,,,,
328985,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,50,HV,,,,
328986,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,100,HV,,,,
328987,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,10,HV,,,,
328988,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,50,EV,,,,
328989,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,400,HV,,,,
328990,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,20,HV,,,,
328991,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,20,HV,,,,
328992,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,1200,EV,,,,
328993,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,900,EV,,,,
328994,gt.recipe.largechemicalreactor,大型化学反应釜,1,7680,120,IV,,,,
328995,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,600,EV,,,,
328996,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,80,HV,,,,
328997,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,600,EV,,,,
328998,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,4500,EV,,,,
328999,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,200,EV,,,,
329000,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,1500,EV,,,,
329001,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,300,EV,,,,
329002,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,2000,EV,,,,
329003,gt.recipe.largechemicalreactor,大型化学反应釜,1,491520,400,UV,,,,
329004,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,100,EV,,,,
329005,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,700,EV,,,,
329006,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,400,EV,,,,
329007,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,3000,EV,,,,
329008,gt.recipe.largechemicalreactor,大型化学反应釜,1,491520,300,UV,,,,
329009,gt.recipe.largechemicalreactor,大型化学反应釜,1,491520,600,UV,,,,
329010,gt.recipe.largechemicalreactor,大型化学反应釜,1,491520,3500,UV,,,,
329011,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,800,HV,,,,
329012,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,600,EV,,,,
329013,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,4500,EV,,,,
329014,gt.recipe.largechemicalreactor,大型化学反应釜,1,491520,800,UV,,,,
329015,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,10,EV,,,,
329016,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,70,EV,,,,
329017,gt.recipe.largechemicalreactor,大型化学反应釜,1,2013265912,2400,MAX,,,,
329018,gt.recipe.largechemicalreactor,大型化学反应釜,1,4,160,ULV,,,,
329019,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,50,HV,,,,
329020,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,450,HV,,,,
329021,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,50,LV,,,,
329022,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,50,LV,,,,
329023,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,400,LV,,,,
329024,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,400,HV,,,,
329025,gt.recipe.largechemicalreactor,大型化学反应釜,1,30720,600,LuV,,,,
329026,gt.recipe.largechemicalreactor,大型化学反应釜,1,491520,1200,UV,,,,
329027,gt.recipe.largechemicalreactor,大型化学反应釜,1,192,1120,HV,,,,
329028,gt.recipe.largechemicalreactor,大型化学反应釜,1,24,200,LV,,,,
329029,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,80,HV,,,,
329030,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,160,LV,,,,
329031,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,160,LV,,,,
329032,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,160,LV,,,,
329033,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,160,LV,,,,
329034,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,160,LV,,,,
329035,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,640,LV,,,,
329036,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,5760,LV,,,,
329037,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,500,LV,,,,
329038,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,500,LV,,,,
329039,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,500,LV,,,,
329040,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,500,LV,,,,
329041,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,500,LV,,,,
329042,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,500,LV,,,,
329043,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,1000,LV,,,,
329044,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,1000,LV,,,,
329045,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,500,LV,,,,
329046,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,2000,LV,,,,
329047,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,400,HV,,,,
329048,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,1200,EV,,,,
329049,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,400,HV,,,,
329050,gt.recipe.largechemicalreactor,大型化学反应釜,1,15,600,LV,,,,
329051,gt.recipe.largechemicalreactor,大型化学反应釜,1,15,100,LV,,,,
329052,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,50,LV,,,,
329053,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,50,LV,,,,
329054,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,50,LV,,,,
329055,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,50,LV,,,,
329056,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,200,HV,,,,
329057,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,50,LV,,,,
329058,gt.recipe.largechemicalreactor,大型化学反应釜,1,7,12000,ULV,,,,
329059,gt.recipe.largechemicalreactor,大型化学反应釜,1,7,100,ULV,,,,
329060,gt.recipe.largechemicalreactor,大型化学反应釜,1,7,100,ULV,,,,
329061,gt.recipe.largechemicalreactor,大型化学反应釜,1,7,100,ULV,,,,
329062,gt.recipe.largechemicalreactor,大型化学反应釜,1,7,100,ULV,,,,
329063,gt.recipe.largechemicalreactor,大型化学反应釜,1,7,100,ULV,,,,
329064,gt.recipe.largechemicalreactor,大型化学反应釜,1,7,100,ULV,,,,
329065,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,600,LV,,,,
329066,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,300,LV,,,,
329067,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,300,LV,,,,
329068,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,300,LV,,,,
329069,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,300,LV,,,,
329070,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,100,LV,,,,
329071,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,300,LV,,,,
329072,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,240,LV,,,,
329073,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,300,LV,,,,
329074,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,400,LV,,,,
329075,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,400,LV,,,,
329076,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,60,LV,,,,
329077,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,60,LV,,,,
329078,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,400,EV,,,,
329079,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,200,HV,,,,
329080,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,200,MV,,,,
329081,gt.recipe.largechemicalreactor,大型化学反应釜,1,1920,1200,EV,,,,
329082,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,100,LV,,,,
329083,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,200,MV,,,,
329084,gt.recipe.largechemicalreactor,大型化学反应釜,1,7680,600,IV,,,,
329085,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,800,LV,,,,
329086,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,150,HV,,,,
329087,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,150,HV,,,,
329088,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,200,HV,,,,
329089,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,100,HV,,,,
329090,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,100,MV,,,,
329091,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,100,MV,,,,
329092,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,100,MV,,,,
329093,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,200,MV,,,,
329094,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,1500,MV,,,,
329095,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,200,MV,,,,
329096,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,200,HV,,,,
329097,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,100,LV,,,,
329098,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,240,LV,,,,
329099,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,240,LV,,,,
329100,gt.recipe.largechemicalreactor,大型化学反应釜,1,7,40,ULV,,,,
329101,gt.recipe.largechemicalreactor,大型化学反应釜,1,7,80,ULV,,,,
329102,gt.recipe.largechemicalreactor,大型化学反应釜,1,7,80,ULV,,,,
329103,gt.recipe.largechemicalreactor,大型化学反应釜,1,7,80,ULV,,,,
329104,gt.recipe.largechemicalreactor,大型化学反应釜,1,7,80,ULV,,,,
329105,gt.recipe.largechemicalreactor,大型化学反应釜,1,7,40,ULV,,,,
329106,gt.recipe.largechemicalreactor,大型化学反应釜,1,7,40,ULV,,,,
329107,gt.recipe.largechemicalreactor,大型化学反应釜,1,7,40,ULV,,,,
329108,gt.recipe.largechemicalreactor,大型化学反应釜,1,7,40,ULV,,,,
329109,gt.recipe.largechemicalreactor,大型化学反应釜,1,7,40,ULV,,,,
329110,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,800,LV,,,,
329111,gt.recipe.largechemicalreactor,大型化学反应釜,1,7,720,ULV,,,,
329112,gt.recipe.largechemicalreactor,大型化学反应釜,1,7,720,ULV,,,,
329113,gt.recipe.largechemicalreactor,大型化学反应釜,1,7,720,ULV,,,,
329114,gt.recipe.largechemicalreactor,大型化学反应釜,1,7,720,ULV,,,,
329115,gt.recipe.largechemicalreactor,大型化学反应釜,1,7,360,ULV,,,,
329116,gt.recipe.largechemicalreactor,大型化学反应釜,1,7,360,ULV,,,,
329117,gt.recipe.largechemicalreactor,大型化学反应釜,1,7,360,ULV,,,,
329118,gt.recipe.largechemicalreactor,大型化学反应釜,1,7,360,ULV,,,,
329119,gt.recipe.largechemicalreactor,大型化学反应釜,1,96,120,MV,,,,
329120,gt.recipe.largechemicalreactor,大型化学反应釜,1,96,120,MV,,,,
329121,gt.recipe.largechemicalreactor,大型化学反应釜,1,96,120,MV,,,,
329122,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,300,LV,,,,
329123,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,100,LV,,,,
329124,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,180,LV,,,,
329125,gt.recipe.largechemicalreactor,大型化学反应釜,1,120,1200,MV,,,,
329126,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,200,LV,,,,
329127,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,160,LV,,,,
329128,gt.recipe.largechemicalreactor,大型化学反应釜,1,30,100,LV,,,,
329129,gt.recipe.largechemicalreactor,大型化学反应釜,1,7,60,ULV,,,,
329130,gt.recipe.largechemicalreactor,大型化学反应釜,1,7,40,ULV,,,,
329131,gt.recipe.largechemicalreactor,大型化学反应釜,1,480,70,HV,,,,
